Product name,SKU,Slug,Category,Brand,Quantity,Minimum stock,First price,Second price,Third price,Purchase price (cost),Weight (kg),Barcode,Description,Status,Images
 JUVER DISFRUTA EXOT ANANAS COCO,JUVER DISFRUTA EXOT,ananac-coco,product,,31,0,22.5,0,0,22.5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788528257/inventory-system/products/nw5a4tgzcpc97y6vyv27.jpg
 gobelet plastique,gobelet-plastique,gobelet-plastique,embalo,,900,0,0.5,0,0,0.5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788359854/inventory-system/products/id5ns8dgzf1dynvkxgao.webp
 planche gateaux,gateaux,gateaux,patisssserie,,1000,0,0.34,0,0,0.408,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788874687/inventory-system/products/lexbyjosqejvh42dmatp.webp
9asbor,9asbor,9asbor,product,,2,0,0,0,0,10,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788343717/inventory-system/products/v7hxvmxswdkdg930nwqb.jpg
9ra3,9ra3,9ra3,Gumes,,26,0,0,0,0,10.7,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788684616/inventory-system/products/qteh8gdd1ueexuiur9ik.jpg
AIL SEMOULE DUPRO 500GR,98,ail-semoule-dupro-500gr,product,,2,0,84,0,0,84,0,6111242804302,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789052755/inventory-system/products/y4dlh9kkugokywow8a6x.webp
AILLE DE POULET,150,aille-de-poulet-1,product,,0,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788856831/inventory-system/products/d0yemozxndeqfgr0yfdq.png
"AMBRO GIO 2,5kg",230,ambro-gio-2-5kg,product,,1,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788859969/inventory-system/products/fwgx8wxqngv5x8kzdh9a.jpg
Amande Poudre 1 kg,274,amande-poudre-1-kg,product,,10,0,130,0,0,110,0,,,Inactive,
Avocat,avocat,avocat,Gumes,,55.4,0,51,0,0,51,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788336662/inventory-system/products/tu373qqmyedoyzhdgt0k.jpg
BASE BABBI 100 C/F,5635,base-babbi-100-c-f,product,,20,0,248,0,0,198.4,0,,,Inactive,
BASE LIMONE 50,5651,base-limone-50,product,,7,0,278,0,0,278,0,,,Inactive,
BEURRE NEW ZEALAND,176,beurre-new-zealand,product,,25,0,98,0,0,98,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788865360/inventory-system/products/unip4fuahncsvhltghbb.jpg
BIS-KO,5672,bis-ko,product,,2,0,280,0,0,280,0,,,Inactive,
BISCOF LOTUS 250 GR,03,biscof-lotus-250-gr,patisssserie,ABM,43,0,40,0,0,26,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788363829/inventory-system/products/k8o6sdjbmfrjdbva6b0q.webp
Banan,banan,banan,Gumes,,43.6,0,0,0,0,18,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788336548/inventory-system/products/ciyom7fyqpnbjvdjc0w6.jpg
Barba,barba,barba,Gumes,,10.1,0,0,0,0,5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788506184/inventory-system/products/ern2sfdhm9wmhnujpjiw.webp
Bayeta,beyeta,beyeta,nettoyage,,619,0,0,0,0,0.98,0,8411373001648,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788866235/inventory-system/products/niq0o45icceblh1jzozx.jpg
Belbola 25gk,belbola,belbola,beldi,,1,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788866389/inventory-system/products/pll99w2qa2wzse0atc0b.webp
Boit Microwave 950ml,microwave,microwave,product,,87,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788355396/inventory-system/products/gp4ws4kwduqir069xoqe.jpg
Boite paticerie  grande ,1234,1234,patisssserie,marone,52,0,0,0,0,85,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788867423/inventory-system/products/oaaudmnl8glhofpo8jnj.jpg
Boite paticerie moyene ,00000,00000,patisssserie,marone,252,0,0,0,0,45,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788872617/inventory-system/products/mwxp20nr95kawueo7vr8.jpg
Boite paticerie petit ,1111,1111,patisssserie,marone,52,0,0,0,0,30,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788872709/inventory-system/products/twmgk7gudwptshhoacz9.webp
Boites Hamburger,hamburger,hamburger,product,,61,0,1.15,0,0,1.15,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788353999/inventory-system/products/ckegfgkg3lyfztiylyyt.webp
Bourch,bourch,bourch,patisssserie,,2,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788270813/inventory-system/products/syvqo85litoqhcorh889.jpg
Bruno 22%,0909,0909,patisssserie,,11,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788195448/inventory-system/products/uejwikagvqyynbannzi5.jpg
Buket,buket,buket,product,,8,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788194663/inventory-system/products/i4npygijywbzjbtfkwrq.jpg
Burrata,BURRATA ZANETTI 150G,burrata,product,,56,0,61.75,0,0,61.75,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788350067/inventory-system/products/u6qqvivkbrhmxi7t54ty.jpg
CACAO 1kg,250,cacao-1kg,product,,0,0,0,0,0,0,0,,,Inactive,
CALAMAR,109,calamar,product,,45.69,0,120,0,0,165.455,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788362505/inventory-system/products/ujnndazntpivrpufw91b.jpg
CARAMEL SPECIAL,5671,caramel-special,product,,2,0,260,0,0,260,0,,,Inactive,
CHAMPIGNON noir,chempo,chempo,product,,4,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788190588/inventory-system/products/okfy6k0guxetux0h3xfk.jpg
CHAPLEUR PANKO 25KG,12,chapleur-panko-25-kg-320dh,TAWABIL,ABM,1,0,320,0,0,320,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788943629/inventory-system/products/ssb687jlcii5aazuhmtk.jpg
CHOCOLAT RISTORA,102,chocolat-ristora,product,,6,0,160,0,0,160,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788518815/inventory-system/products/sathiq9f7qh5p0xgztmm.jpg
COCA,159,coca,bar,,15,0,182,0,0,182,0,5449000000996,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788697757/inventory-system/products/n4bxisrwgnhecjncojkg.jpg
COLACAO 310G,13,colacao-310g,bar,,36,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788790304/inventory-system/products/sy9e0qrhjg5hejrlq8dt.webp
COMPLETO L PLUS 1kg,242,completo-l-plus-1kg,product,,10,0,0,0,0,0,0,,,Inactive,
CONFITURE AICHA,15,confiture-aicha,P dej,ABM,31,0,31,0,0,31,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788764750/inventory-system/products/efzvqdga9afi29goqbzh.jpg
CORNE DE GLACE,178,corne-de-glace,product,,3,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788941134/inventory-system/products/tfg07u4jq1lmihbcbfhu.jpg
CREMA INGLIESE 1kg,243,crema-ingliese-1kg,product,,4,0,0,0,0,0,0,,,Inactive,
CREME BALSAMIQUE,125,creme-balsamique,SALAD,,-0.025,0,27.5,0,0,21.5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788790177/inventory-system/products/wuvbjwlpsw29w9schajl.webp
CREME CHEESE GASTRO 1 KG,17,creme-cheese-gastro-1-kg,patisssserie,ABM,54,0,47,0,0,47,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788944973/inventory-system/products/grprifu7incov3dsgc9n.webp
CREME CUISSON GASTRO,18,creme-cuisson-gastro,souce,ABM,122,0,28,0,0,28,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788945353/inventory-system/products/jpxyarvvuffl4hiyl6lu.webp
CREVETTE PIL PIL,crevette,crevette-pil-pil,product,,24,0,120,0,0,120,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788435288/inventory-system/products/ecef6y3chccj4acjkdew.jpg
CRISPY,20,crispy,TAWABIL,ABM,2,0,24,0,0,24,0,8001718003255,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789123537/inventory-system/products/pfjbsfskc4hbjhyccsz8.jpg
CROCCANTE DI MANDORLA 2kg,228,croccante-di-mandorla-2kg,product,,1,0,0,0,0,0,0,,,Active,
CURRY POUDRE DUPRO 450GR,99,curry-poudre-dupro-450gr,product,,3,0,60,0,0,60,0,6111242804319,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788945421/inventory-system/products/fgapk1i4t7k7t0ej1y0r.webp
Carata,carat à,carata,nettoyage,,0,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788856133/inventory-system/products/lkticdmwh3sioli2nv3p.webp
Champignon,champignon,champignon,Gumes,,24.05,0,0,0,0,60,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788336278/inventory-system/products/ghckka6piqn4qydmm2qc.jpg
Chocolat Blanc,285,chocolat-blanc,product,,27.94,0,160,0,0,160,0,,,Inactive,
Chocolat Blanc 5/5,313,chocolat-blanc-5-5,product,,1,0,0,0,0,0,0,,,Inactive,
Chocolat Blanc 5kg,267,chocolat-blanc-callebaut-2-5kg,product,,21,0,0,0,0,0,0,,,Inactive,https://res.cloudinary.com/djv5omejv/image/upload/v1788198036/inventory-system/products/anqu4ae4csqhzvyjl7sc.jpg
Chocolat Noir (VAN HOUTEN) 5kg,271,chocolat-noir-van-houten-5kg,product,,35,0,152,0,0,152,0,,,Active,
Chocolat noir (plaque) 1 kg,296,chocolat-noir-plaque-1-kg,product,,25,0,150,0,0,140,0,,,Inactive,
Cookies,cookies,cookies,product,,13,0,2,0,0,2,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788619640/inventory-system/products/w5msqivrxifctheq6gu1.jpg
Creme Caramel 4kg (4kg*5pc),292,creme-caramel-4kg-4kg-5pc,product,,2,0,160,0,0,160,0,,,Active,
Creme Fraiche,298,creme-fraiche,product,,48,0,35,0,0,31,0,,,Active,
Creme Patissiere 5kg,287,creme-patissiere-5kg,product,,0,0,100,0,0,100,0,,,Inactive,
Cresp,crasp,crasp,product,,11,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788189042/inventory-system/products/adxxjk2woxh6waavmiuj.jpg
DAHAB arabica,199,dahab,bar,,8,0,0,0,0,0,0,6111254590255,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788271954/inventory-system/products/twymku8ntvpa7sobzzdu.jpg
DAHAB bresil,DAHAB bresil,bresil,bar,,10,0,125,0,0,125,0,6111254590019,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788444046/inventory-system/products/qswgjlxd8bdblf6bgtvv.webp
DAILY CREM 3kg,251,daily-crem-3kg,product,,0,0,0,0,0,0,0,,,Active,
DEMI GLACE,22,demi-glace,souce,ABM,23,0,65,0,0,65,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789028525/inventory-system/products/vz40wqzxpvqzwl5wdvts.png
DEXTROSE,dextrose,dextrose,patisssserie,,26,0,25,0,0,21.25,0,,,Active,
DOUX cerises amarend,amarend,amarend,patisssserie,,15,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788196882/inventory-system/products/belyx4ahi4znuj8dvyiz.jpg
Dadisol,dadisol,dadisol,product,,7,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788195107/inventory-system/products/ciyx2frdxx0jdqk34lla.jpg
Drnjal,denjal,denjal,Gumes,,3,0,0,0,0,5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788333090/inventory-system/products/gg2wfrjsfsje0ubpo4zo.jpg
ENERGY DRINK 250 ML*24 PS,23,energy-drink-250-ml-24-ps,boisson,ABM,50,0,180,0,0,180,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788791895/inventory-system/products/aqhxhdte1c86wxdxixcq.jpg
ENTROCOTE,151,entrocote-1,product,,0,0,0,0,0,0,0,,,Active,
EmRobage,emro,emro,product,,16,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788196759/inventory-system/products/ktlmwlrtkois5abpacrq.jpg
Emporter creep,2222,2222,embalo,marone,75,0,2.5,0,0,2.5,0,,,Active,
Emporter salad ,9999,9999,embalo,,750,0,0,0,0,0,0,,,Active,
Emporter tarte glace care  (ferchi),889988,889988,embalo,,51,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788196546/inventory-system/products/jclr1i1bnkhqhqls32of.jpg
Emporter tarte glace rande (ferchi),7788,7788,embalo,,-1,0,0,0,0,0,0,,,Active,
FANTA BISCOTINO 3kg,212,fanta-biscotino-3kg,product,,2,0,0,0,0,0,0,,,Active,
FANTA CROCKELLA MOCCIOLA 5kg,226,fanta-crockella-mocciola-5kg,product,,0,0,0,0,0,0,0,,,Active,
FANTA CROCKELLA PISTACHIO 5kg,236,fanta-crockella-pistachio-5kg,product,,0,0,0,0,0,0,0,,,Active,
"FANTA CRUMBLE SALATO 2,5kg",233,fanta-crumble-salato-2-5kg,product,,1,0,0,0,0,0,0,,,Active,
FENO,168,feno,product,,2,0,90,0,0,90,0,,,Active,
FILET DE DINDE,117,filet-de-dinde,product,,0,0,69,0,0,69,0,,,Active,
FILM ALIMANTAIRE 500/45,24,film-alimantaire-500-45,embalo,ABM,1,0,55,0,0,55,0,6111245251042,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789050457/inventory-system/products/dv8ryv97paexefpmwxju.jpg
FILME ALIMENTAIRE P,25,filme-alimentaire-p,embalo,ABM,28,0,35,0,0,35,0,6111264720406,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789050339/inventory-system/products/wnsmghjde23jt2qgrwmh.jpg
FRAGOLA 1kg,254,fragola-1kg,product,,4,0,0,0,0,0,0,,,Active,
FRAGOLINE & FRAGOLINE 3kg,222,fragoline-fragoline-3kg,product,,0,0,0,0,0,0,0,,,Active,
FRITES,118,frites,product,,20,0,0,0,0,48,0,,,Active,
FROMAGE CHEDDAR funfries 1.107kg,CHEDDAR,cheddar,formage,,11,0,90,0,0,105,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788601952/inventory-system/products/vrf6agvljworrcxelvn2.jpg
FROMAGE KROON ,27,fromage-kroon,formage,ABM,12,0,155,0,0,155,0,,,Active,
FROMAGE SLICE CAMPO VERDE 24 PCS,29,fromage-slice-campo-verde-24-pcs,formage,ABM,1,0,14,0,0,14,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789123738/inventory-system/products/zc2auidqaqiug1skdcp3.jpg
FROMAGE TRANCHE CHEDDAR,30,fromage-tranche-cheddar,formage,ABM,21,0,100,0,0,100,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788348331/inventory-system/products/dttjx6abt1ptarmwmted.jpg
"FRUTTA ""CONCA D'ORO"" 5kg",213,frutta-conca-d-oro-5kg,product,,0,0,0,0,0,0,0,,,Active,
"FRUTTA CONCA D'ORO 1,5kg",256,frutta-conca-d-oro-1-5kg,product,,3,0,0,0,0,0,0,,,Active,
FRUTTA DELLA PASSIONE 3 kg,217,frutta-della-passione-3-kg,product,,0,0,0,0,0,0,0,,,Active,
FRUTTI DI BOSCO 1kg,253,frutti-di-bosco-1kg,product,,0,0,0,0,0,0,0,,,Active,
Farine (tria),288,farine-tria,product,,0,0,45,0,0,45,0,,,Active,
Fenoen IKEA,fenomen,fenomen,product,,11,0,0,0,0,0,0,20528411216559,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788282491/inventory-system/products/sk7z0ppunejssi37uidc.jpg
Fino Kenz 10kg,kenz,kenz,patisssserie,,4,0,95,0,0,95,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788789996/inventory-system/products/kwwraab6r5klelugdhbm.jpg
Framboise Congele,307,framboise-congele,product,,17.622,0,50,0,0,68,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788440654/inventory-system/products/cx02babxxnqvvyu1tpnl.webp
Framboise free,5681,pate-framboise,product,,43,0,255,0,0,14,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788440698/inventory-system/products/zy8noh9tnztxv5xw7whh.jpg
Fress congele,congele,congele,jus,,10,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788796875/inventory-system/products/a4edlfj3qtziwhctbg9y.png
GANTS EN NITRILE NOIR L,183,gants-en-nitrile-noir-l,product,,8,0,60,0,0,60,0,,,Active,
GANTS EN NITRILE NOIR M,184,gants-en-nitrile-noir-m,product,,0,0,60,0,0,60,0,,,Active,
GASTRO PRIMIUM RAPE 1KG,31,gastro-primium-rape-1kg,formage,ABM,72,0,58,0,0,58,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789124023/inventory-system/products/yldw0uhf2hkj8pw88x3a.png
GELOIN 5096 1 kg,245,geloin-5096-1-kg,product,,0,0,0,0,0,0,0,,,Active,
GOBLET CAFE MOYEN TAILLE,316,goblet-cafe-moyen-taille,product,,6700,0,0.6,0,0,0.6,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788192189/inventory-system/products/ouy4bo3wfwhnwlodfvn7.jpg
GOBLET CAFE PETIT TAILLE,317,goblet-cafe-petit-taille,product,,1395,0,0.5,0,0,0.5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788192082/inventory-system/products/r485yll924amg6iivzlj.jpg
GOLOSA NOCCIOLATTE,5702,golosa-nocciolatte,product,,1,0,197,0,0,197,0,,,Active,
GOLOSA PISTACHIO,5701,golosa-pistachio,product,,1,0,345,0,0,345,0,,,Active,
Gelatine (plaquette),312,gelatine-plaquette,product,,6,0,290,0,0,290,0,,,Inactive,
Gelatine Poudre 1kg,276,gelatine-poudre-1kg,product,,4,0,345,0,0,345,0,,,Active,
Gobelet en carton g,Gobeletp,gobeletp,embalo,,50,0,1.75,0,0,1.75,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788358612/inventory-system/products/pscpqr4ixs97weh1wfcs.jpg
Gobelet en carton m,gobeletm,gobeletm,product,,64,0,0,0,0,1.45,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788358777/inventory-system/products/t3x8vrsve1n1kbzluifm.jpg
Gobelet en carton p,Gobeletg,gobeletg,product,,0,0,0,0,0,1.1,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788358799/inventory-system/products/edypqairepga8ddryi95.jpg
Gobelet sauce,Gobelet-sauce,gobelet-sauce,embalo,,400,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788359249/inventory-system/products/k1tftvadfpjgq5ldfypd.webp
Granola 1kg,Granola,granola,patisssserie,ABM,16,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788186867/inventory-system/products/dcqigsmo8etz8lczqbwo.jpg
Grassa netwayage,grassa,grassa,nettoyage,,8,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788187919/inventory-system/products/lixp1wekxw4rbr8evkk9.jpg
HAWAI,160,hawai,bar,,8,0,173.6288,0,0,173.6288,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788698244/inventory-system/products/mrmeoninlvpfqo9vcv10.webp
HUILE D OLIVE extra,133,huile-d-olive,product,,20,0,0,0,0,0,0,,,Active,
HULALA 1L,34,hulala-1l,patisssserie,ABM,4,0,30,0,0,30,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788350584/inventory-system/products/yvfvtwilgj6fb0tgw4l2.jpg
Harmony Oyster Sauce 150 ml,Harmony-Oyster-Sauce,harmony-oyster-sauce,souce,,6,0,22,0,0,22,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789135168/inventory-system/products/swb2og1xgfrmhlsxbrky.webp
ICE THE CITRON,121,ice-the-citron,product,,0,0,25,0,0,25,0,,,Active,
ICE THE PECHE,123,ice-the-peche,product,,197,0,25.7,0,0,25.7,0,,,Active,
"INSTANT GEL ""FOR FRUIT"" 500g",219,instant-gel-for-fruit-500g,product,,0,0,0,0,0,0,0,,,Active,
JAVEL FLOOR 5L,35,javel-floor-5l,nettoyage,ABM,32,0,18,0,0,18,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788772546/inventory-system/products/epvhiqaq8lfmbt9pyrp8.webp
JIX,36,jix,nettoyage,ABM,-20,0,0.8,0,0,0.8,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789123833/inventory-system/products/i9o1h88firwoacqooimr.jpg
KETCHOP STAR 2Kg,37,ketchop-star,souce,ABM,13,0,23,0,0,23,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789199960/inventory-system/products/pftemfkiskbcfbp2jhdl.webp
KETCHUP HEINZ,KETCHUP HEINZ,ketchup-heinz,souce,ABM,223,0,23,0,0,23,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789313448/inventory-system/products/nfu4iirrok5lqhqlefw3.jpg
KHLIAA,179,khliaa,product,,5,0,600,0,0,600,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789129219/inventory-system/products/d6orpna5gmczixyawijz.jpg
KHMIRA PATISSERIE,171,khmira-patisserie,product,,2,0,100,0,0,95,0,,,Active,
KINDER BUENO,KINDER BUENO 30PC,kinder-bueno,product,,31,0,7.333,0,0,7.33,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788510519/inventory-system/products/mgtqh6k7z724wzjaajgz.webp
Khyar,khayar,khayar,Gumes,,17.5,0,0,0,0,7,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788333233/inventory-system/products/oubmvfytkxwylyyqjvqs.jpg
Krob rouge,kroub,kroub,Gumes,,15.7,0,0,0,0,8,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788333947/inventory-system/products/hedzorzgxv6l83nwyekz.png
Krob vert,Krobvert,krobvert,Gumes,,8.1,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788334031/inventory-system/products/dermwtxlvl6rnrpwzamw.jpg
LA VACHEQUIRIT,39,la-vache-qui-rit,formage,ABM,8,0,75,0,0,76,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788967579/inventory-system/products/zspd4qmrxughofyd5j4t.webp
LAMPONE 3kg,221,lampone-3kg,product,,4,0,0,0,0,0,0,,,Active,
LANGOSTINE 20/30,111,langostine-20-30,pizza,,49,0,70,0,0,70,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788943306/inventory-system/products/xftayxepue4botv36uoe.jpg
LATTELATTE YOGURT B-FREE,5657,lattelatte-yogurt-b-free,product,,6,0,280,0,0,280,0,,,Active,
LAVAZZA,197,lavazza,bar,,28,0,300,0,0,300,0,8000070036840,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788942525/inventory-system/products/k4su3kjrpqsm4hfamskk.jpg
"LE FANTAFRUTTE ""FRIUTTI DI BOSCO"" 3kg",227,le-fantafrutte-friutti-di-bosco-3kg,product,,1,0,0,0,0,0,0,,,Active,
"LE FANTAFRUTTE ""PISTACHIO"" 2,5kg",234,le-fantafrutte-pistachio-2-5kg,product,,0,0,0,0,0,0,0,,,Active,
LIPTON,122,lipton,product,,1,0,15,0,0,15,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789488222/inventory-system/products/gnnpmlrct9tfkqimfuql.svg
"LORUS NOISETTE 5,5kg",235,lorus-noisette-5-5kg,product,,0,0,0,0,0,0,0,,,Active,
Laymon khdar,lkdar,lkdar,Gumes,,17.6,0,10,0,0,12,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788336954/inventory-system/products/rhl8c3bgafkz1tvkqbij.png
Laymon sfar,laymon-sfar,laymon-sfar,Gumes,,40.8,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788337075/inventory-system/products/fzqbjk0s9uqeidygtvfz.png
Lechera,lechera,lechera,product,,10,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788194983/inventory-system/products/jvq6ez29vpuioqmsbiap.jpg
Left,left,left,Gumes,,20.3,0,0,0,0,17,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788332982/inventory-system/products/tjrdosqpvxlx3odjjiqq.webp
Lotus Ceme 400g,283,lotus-ceme-400g,product,,18,0,37,0,0,37,0,5410126116953,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788872362/inventory-system/products/lvvu3vz1xysp3i6mickd.jpg
MANGO CN 3kg,224,mango-cn-3kg,product,,0,0,0,0,0,0,0,,,Active,
MASCARPONE 40/50,5650,mascarpone-40-50,product,,16,0,360,0,0,360,0,,,Active,
MASCARPONNE 1kg,239,mascarponne-1kg,product,,0,0,0,0,0,0,0,,,Active,
MAYONNAISE DU CHEF,41,mayonnaise-du-chef,souce,ABM,21,0,72,0,0,72,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788789809/inventory-system/products/z9npadf1ngiekov1vtlz.png
MAYONNAISE HEINZ,MAYONNAISE HEINZ,mayonnaise-heinz,souce,ABM,30,0,23.5,0,0,24,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789310849/inventory-system/products/nhgfsaccfspy37otdyyz.avif
MEGA CLEAN 20L,185,mega-clean-20l,nettoyage,,0,0,475.2,0,0,475.2,0,,,Active,
MIEL YASMINA 5 KG,43,miel-yasmina-5-kg,P dej,ABM,39,0,55,0,0,5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788764851/inventory-system/products/ncknfp2yvinerkzcwzxd.webp
MIRTILLO 3kg,223,mirtillo-3kg,product,,0,0,0,0,0,0,0,,,Active,
MOOU 3kg,231,moou-3kg,product,,0,0,0,0,0,0,0,,,Active,
MUSLI,124,musli,product,,0,0,34,0,0,34,0,,,Active,
Maiz dulce 3,Maiz dulce 1/4kg*8 'pack de 3' jjj,maiz-dulce,product,,3,0,18.5,0,0,18.5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788611150/inventory-system/products/m24khr1o51pgokudbj3q.jpg
Marya dorada,dorada,dorada,product,,7,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788422946/inventory-system/products/kwn8uwc4pqsfrpc787qj.webp
Motard star 1.2kg,motardstar,motardstar,product,,3,0,34,0,0,34,0,6111184000909,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788430150/inventory-system/products/ubri2llhrlzwcckoxvtv.jpg
Mozzarella,mozzarella,mozzarella,product,,47,0,0,0,0,28.5,0,,,Active,
Myrtille,Myrtille,myrtille,product,,37,0,0,0,0,13.5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788440877/inventory-system/products/fqmdvotixqky2jzfrrfp.webp
