Product name,SKU,Slug,Category,Brand,Quantity,Minimum stock,First price,Second price,Third price,Purchase price (cost),Weight (kg),Barcode,Description,Status,Images
Myrtille congele,Myrtille congele,myrtille-congele,product,,7.51,0,140,0,0,100,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788517546/inventory-system/products/fyademw8o8boe0alhohy.jpg
NESCAFE,45,nescafe,bar,ABM,12,0,50,0,0,50,0,8410100082028,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788862138/inventory-system/products/u2errsx5pkpqlpsebqyd.jpg
NESP CARAMILO,200,nesp-caramilo,product,,8,0,330,0,0,330,0,,,Active,
NESP DECAFFINATTO (rouge),201,nesp-decaffinatto-rouge,product,,6,0,330,0,0,330,0,,,Active,
NESP FORTE (marron),202,nesp-forte-marron,product,,6,0,330,0,0,330,0,,,Active,
NESP LEGGERO (vert),205,nesp-leggero-vert,product,,6,0,330,0,0,330,0,,,Active,
NESP RISTRETTO (gris),203,nesp-ristretto-gris,product,,16,0,330,0,0,330,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788790594/inventory-system/products/qipr7oy87qxj6cofqlkt.webp
NESP VANILLO,204,nesp-vanillo,product,,0,0,330,0,0,330,0,,,Active,
NOCCIOLA DE LUXE 100%,5666,nocciola-de-luxe-100,product,,3,0,470,0,0,470,0,,,Active,
NOIX ,karga3,karga3,jus,ABM,6.61,0,70,0,0,76,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788946976/inventory-system/products/anqkqfwyoqe4vsirshye.jpg
NUTELLA   1 KG,48,nutella-1-kg,product,,117,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789031115/inventory-system/products/c5olohiszt8pnv1nfjq8.webp
"Nappage 4,3kg",280,nappage-4-3kg,product,,1,0,240,0,0,240,0,,,Active,
Nokhala 25 kg,Gh,khala,product,,1,0,0,0,0,0,0,,,Active,
Noodles,ndhj,ndhj,product,,5,0,0,0,0,0,0,,,Active,
OIGNON SEMOULE DUPRO 400GR,100,oignon-semoule-dupro-400gr,product,,3,0,66,0,0,66,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789052688/inventory-system/products/xxnn0r3bpdq4lsksqmhw.webp
OLIVE SLICE JJJ 3/1,50,olive-slice-jjj-3-1,product,,0,0,0,0,0,0,0,,,Active,
ONI 1kg,52,oni,nettoyage,ABM,56,0,14.5,0,0,14.5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788796941/inventory-system/products/poianjngkfmdtolkcpju.jpg
OREO 76GR*24,53,oreo-76gr-24-75dh-pk,jus,ABM,221,0,3,0,0,3,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788765146/inventory-system/products/fm2x8wwhunehqk4fi91u.jpg
"OTELLA BIANCA 2,5kg",216,otella-bianca-2-5kg,product,,3,0,0,0,0,0,0,,,Active,
"OTELLA CHOCOLAT 2,5kg",255,otella-chocolat-2-5kg,product,,0,0,0,0,0,0,0,,,Active,
OULMES 25CL,207,oulmes-25cl,product,,8,0,48,0,0,52.8,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788438832/inventory-system/products/ckbhyxzkf0upvpa2gn2x.jpg
OULMES 75CL,208,oulmes-75cl,product,,12,0,137.95,0,0,124.95,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788438687/inventory-system/products/kt8w5uv6sj2fqq1xtxf3.jpg
OYSTER SAUCE 6 KG,54,oyster-sauce-6-kg,souce,ABM,18,0,240,0,0,56,0,,,Active,
Oeufs,305,ufs-21p-1-31,P dej,,4270,0,1.02,0,0,1.03,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788777851/inventory-system/products/gyvs958wapiopngj9tez.avif
Olives noir,132,huile-d-olive-nour-fes,product,,20,0,121.75,0,0,121.75,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788185433/inventory-system/products/nbn68qy9jvku7wp3bg3r.jpg
Oulmes 12 x 33cl plastec,oulmes33,oulmes33,jus,,56,0,3.5,0,0,3.5,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789136016/inventory-system/products/qs91vllrdymtq0ajb7zn.webp
PAPIER ALUMINUM 300,55,papier-aluminum-300,embalo,ABM,13,0,100,0,0,100,0,8412205060161,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788270642/inventory-system/products/fz2l8tuc9fueujpnhenq.jpg
PAPIER HYGIENIQUE,189,papier-hygienique,nettoyage,,56,0,15.83,0,0,15.83,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788797013/inventory-system/products/bjtd2swxz8vfw8hctimm.webp
PAPPIER ZIGZAG,190,pappier-zigzag,nettoyage,,57,0,18,0,0,18,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788796786/inventory-system/products/zem6tpkl6oeyarbjmf9n.jpg
"PASTA ARACHIDI 2,5kg",214,pasta-arachidi-2-5kg,product,,1,0,0,0,0,0,0,,,Active,
"PASTA MANDOR LA TOSTATA 2,5kg",225,pasta-mandor-la-tostata-2-5kg,product,,0,0,0,0,0,0,0,,,Active,
PASTA TORRONE 4kg,237,pasta-torrone-4kg,product,,0,0,0,0,0,0,0,,,Active,
PASTE E CREME,paste,paste,product,,1,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788195255/inventory-system/products/wsq7428vuqxuprumbnwv.jpg
PATE BUONISSIMO,5676,pate-buonissimo,product,,3,0,370,0,0,370,0,,,Active,
PATE TIRAMISU,5678,pate-tiramisu,product,,0,0,280,0,0,280,0,,,Active,
PENNE GRANORO,57,penne-granoro,product,,0,0,0,0,0,0,0,,,Active,
PENNE REGATONI,131,penne-regatoni,product,,2,0,18,0,0,18,0,,,Active,
PIC brochette ,PIC brochette ,pic-brochette,product,,3,0,55,0,0,55,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789049798/inventory-system/products/j0zgco1ll3vkl0zxq67r.jpg
PIQUE BURGER,58,pique-burger,product,ABM,4,0,45,0,0,45,0,,,Active,
PISTACHE 1 KG,174,pistache-1-kg,product,,6,0,295,0,0,295,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789208473/inventory-system/products/d7f7phhdeyjtp6nponqe.webp
PISTACHIO 100% DE LUXE,5667,pistachio-100-de-luxe,product,,1,0,825,0,0,825,0,,,Active,
PLUMAS RAYADAS 500g,Da1,d1r,pattes,,29,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788772399/inventory-system/products/jv7uiuk3sv2dxbzvqilg.jpg
POMS,162,poms,bar,,6,0,182,0,0,173.6288,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788697865/inventory-system/products/gbv02xzmeqfwpw962no4.jpg
POULET HACHE,146,poulet-hache,product,,2,0,48,0,0,48,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788970594/inventory-system/products/kum3kxgmtje3xsdohqph.jpg
Panzani rigatoni,rigatoni,rigatoni,product,,2,0,0,0,0,0,0,,,Active,
Papier Cuisson,277,papier-cuisson,product,,1,0,250,0,0,250,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789055680/inventory-system/products/kh4lgg3uxz48on1dv2oc.webp
Poche,311,poche,product,,2,0,140,0,0,140,0,,,Active,
Poivron vert,vert,pvert,product,,24.2,0,0,0,0,3,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788332685/inventory-system/products/fb7g7bzk0og90zy0avij.webp
Ponge metallique,metallique,metallique,nettoyage,,20,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788188143/inventory-system/products/vdpdux6j0euppyp13ljr.jpg
Poudre Vanille,257,poudre-vanille,product,,1,0,145,0,0,145,0,,,Active,
Praline Almendra 5kg (5kg*4pc),294,praline-almendra-5kg-5kg-4pc,product,,9,0,255,0,0,255,0,,,Active,
Praline Noisette 4 kg (4kg*4pc),291,praline-noisette-4-kg-4kg-4pc,product,,2,0,500,0,0,500,0,,,Active,
Qra3,qra3,qra3,Gumes,,9.6,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788333375/inventory-system/products/a5ci1odw2sxhx9iz9hyx.jpg
RISO 500g,63,risoto-bella-sardegna-1-kg,product,,13,0,0,0,0,38,0,,,Active,
RIZ BASMATI 5KG SHAZIA,64,riz-basmati-5kg-shazia,pattes,ABM,-2,0,145,0,0,145,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788514181/inventory-system/products/l4bozp5cpyxhraq91dtk.webp
ROSSA,198,rossa,product,,0,0,0,0,0,0,0,,,Active,
Rollo caisse,rollocaisse,rollocaisse,product,,73,0,0,0,0,10,0,6959664187470,,Active,"https://res.cloudinary.com/djv5omejv/image/upload/v1788279346/inventory-system/products/yelfc17afgu4pqhse8jc.jpg, https://res.cloudinary.com/djv5omejv/image/upload/v1788279348/inventory-system/products/cqg57nqf38g1r0ljukl5.jpg"
Rollo estropajo,Rollo,rollo,nettoyage,,0,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788776636/inventory-system/products/tlwjnoxolnzeguqndnja.jpg
Rollo tpe,tpe,tpe,product,,60,0,0,0,0,0,0,,,Active,"https://res.cloudinary.com/djv5omejv/image/upload/v1788280217/inventory-system/products/x0isvarfy48bfnk3mqno.jpg, https://res.cloudinary.com/djv5omejv/image/upload/v1788280226/inventory-system/products/m5ifrwkq3vytze5euxw7.jpg"
SAC CONGELATION,SACS CONGELATION ZIP,sac-congelation,embalo,ABM,44,0,14,0,0,14,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788971503/inventory-system/products/uzj8putpqzuyrlmfqjvi.jpg
SACHET D EMPORTER DE VENOISERIE PERSONALISE,319,sachet-d-emporter-de-venoiserie-personalise,product,,0,0,0.4,0,0,0.4,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788971627/inventory-system/products/vunnrohqwms1mvorxarp.webp
SAINT LOUIS  DEPUIS  CASSONADE,cassonade,cassonade,product,,1,0,0,0,0,0,0,3220035210008,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788282060/inventory-system/products/wmuueltrq0lgcd0lbpfc.jpg
SAUCE SRIRACHA 560 ML IPROBA,69,sauce-sriracha-435-ml-iproba,souce,ABM,22,0,34,0,0,34,0,,,Active,
SAUCISSE (MERGUEZ),153,saucisse-merguez-1,product,,20,0,90,0,0,90,0,,,Active,
SCHENKSTROOP,secug12,secug12,product,,1,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788190482/inventory-system/products/l76ijvtgiz58bm8ivapg.jpg
SCHWEPPES CITRON,163,sch-citron,product,,11,0,182,0,0,182,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788795480/inventory-system/products/viwpdd4lfotxxsakrwpq.jpg
SCHWEPPS TONIC,164,sch-tonic,bar,,8,0,182,0,0,182,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788795187/inventory-system/products/dapggl8s9tnh9qdoou70.jpg
SCHWIPS CITRON MOJITO,165,schwips-citron-mojito,product,,-8,0,87,0,0,87,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788795011/inventory-system/products/qmyqisczltlxuw99g3mr.webp
SEL NORMAL,70,sel-normal,TAWABIL,ABM,135,0,0.45,0,0,0.45,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788863310/inventory-system/products/tlbzzxgckliw6qxxympj.png
SEL TUB STAR 450G,71,sel-tub-star-450g,TAWABIL,ABM,35,0,4.8,0,0,5,0,6111184001562,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788282967/inventory-system/products/syyj5m9hi1jij0vabfi7.jpg
SERVIETTE 20/20 2 PLIS,194,serviette-20-20-2-plis,nettoyage,,101,0,11.5,0,0,11.5,0,8411029000902,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788863614/inventory-system/products/jx9x8l0zxko4yv568cin.jpg
SERVIETTE 30/30,195,serviette-30-30,nettoyage,ABM,457,0,8.1,0,0,8.1,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788424495/inventory-system/products/dpfhwkf4bqq6kl33qa5s.jpg
SESAM  blanc,72,sezam-kg,TAWABIL,ABM,9,0,85,0,0,85,0,,,Active,
SESAM hul,hulsemsem,hulsemsem,product,,1,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788190211/inventory-system/products/uhylndijxclvaocwklsg.jpg
SESAM noir,Semsemn,semsemnh,product,,3,0,0,0,0,0,0,,,Active,
SIDI ALI 33CL,209,sidi-ali-33cl,bar,,536,0,18.6,0,0,18.5455,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788439318/inventory-system/products/q3upyjvlolehafduai0o.png
SIDI ALI 50CL,210,sidi-ali-50cl,bar,,4,0,87.6,0,0,87.6,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788797088/inventory-system/products/wfalob3aadwbtkadkqt4.jpg
SIDI ALI 75CL,211,sidi-ali-75cl,bar,,5,0,124.84,0,0,124.84,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788941335/inventory-system/products/h7hsq9xpvp5vgzd9mchm.png
SIOF 5L,33,huile-de-table-siof,souce,ABM,64.9,0,83,0,0,83,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788967712/inventory-system/products/vf8clvjiqklowqvhucrp.jpg
SIOF Sliced Black Olives,siof-olives,siof-olives,product,,2,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788429092/inventory-system/products/utccobwstzeacklhaak0.png
SIROP COCO,107,sirop-coco,product,,10,0,100,0,0,100,0,,,Active,
SIROP FRAISE,105,sirop-fraise,product,ABM,4,0,100,0,0,100,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789311425/inventory-system/products/qg4rkphwejcnth1pofvt.jpg
SIROP FRAMBOISE 700ml,106,sirop-framboise,product,,3,0,100,0,0,90,0,,,Active,
SIROP GRENADINE,101,sirop-grenadine,product,,0,0,20,0,0,20,0,,,Active,
SIROP MOJITO,Hkh,hh,product,,2,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788186403/inventory-system/products/fjhrusifqufpe0b6xti9.jpg
SIROP MOJITO 1883,156,sirop-mojito,product,,3,0,156,0,0,156,0,,,Active,
SIROP NOISETTE,157,sirop-noisette,product,,17,0,85,0,0,85,0,,,Active,
SIROP VANILLE,158,sirop-vanille,product,,15,0,156,0,0,156,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788185881/inventory-system/products/gqtyseje5kqjusowwkzn.jpg
SMARTIES 1KG,182,smarties,product,,2,0,50,0,0,50,0,6111250904988,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789313079/inventory-system/products/natb7fyokoskoq7hthil.webp
SMIDA R9I9A,175,smida-r9i9a,product,,1,0,210,0,0,210,0,,,Active,
SOLOMILLO,154,solomillo-1,product,,16.65,0,185,0,0,185,0,,,Active,
SPAGHETTI MONTE REGALE 500 GR,73,spaghetti-monte-regale-500-gr,pattes,ABM,44,0,9.5,0,0,9.5,0,8004880810058,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788863070/inventory-system/products/mfz9md9zkj3kizpl23dg.jpg
SPRITE,166,sprite,bar,,7,0,181.2,0,0,181.1999,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788794925/inventory-system/products/c6g05khbsly2ipitjyir.webp
"SUCRE PERSONNALISE CARRE ""CAPPUCCINO""",103,sucre-personnalise-carre-cappuccino,patisssserie,ABM,29,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788191931/inventory-system/products/zghztjqmsqjeehvlypj2.jpg
SWET LOW,129,swet-low,product,,0,0,20,0,0,20,0,,,Active,
Sauce Barbecue Nawhal’s 950ml,135,barbecue-950ml,souce,ABM,32,0,48,0,0,48,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788363676/inventory-system/products/xmona4dlyyefp8bzjkyl.jpg
Sauce Pistache,289,sauce-pistache,product,,90,0,880,0,0,880,0,,,Active,
Savon A Main DOVE 5L,Savon A Main DOVE 5L,savon-a-main-dove-5l,product,,1,0,69,69,69,69,0,,,Active,
Semer du pain,semerpain,semerpain,product,,40,0,0,0,0,1,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788445141/inventory-system/products/wmzmfmcsnwzqoasdfwae.jpg
Serviette 33x33 1 pil,196,serviette-33x33-1-pil,product,,0,0,6.1,0,0,6.1,0,,,Active,
Sirope fresa,siropfresa,siropfresa,product,,12,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788190848/inventory-system/products/lakh7zal90qtinezrarl.jpg
Slice tranches 24,slice-tranches,slice-tranches,product,,31,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788348886/inventory-system/products/yjzzfgbv07a8ootdrgya.jpg
Sucre 1kg,286,sucre-glace-5kg,product,,14,0,65,0,0,65,0,,,Active,
Sucre Marron 1kg,266,sucre-marron-1kg,product,,8,0,35,0,0,35,0,,,Active,
Sucre Neige 1kg,263,sucre-neige-1kg,product,,1,0,90,0,0,90,0,,,Active,
Sucre en poudre,sucre-poudre,sucre-poudre,product,,3,0,0,0,0,15,15,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789477540/inventory-system/products/p5ogv8i0nno8eiqsysgr.webp
Sucre inverti ,0000,0000,embalo,,15,0,0,0,0,11,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788194581/inventory-system/products/xp3vurmsfcsmgz9qc8hn.jpg
Sucre semoule 2kg,SUCRE-SEMOULE-BELLAR-2kg,sucre-semoul,TAWABIL,ABM,5,0,11,0,0,11,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788431173/inventory-system/products/ym8bgnzp5ztzrxxisvzy.webp
TABASCO 60ML,75,tabasco-60ml,souce,ABM,32,0,25,0,0,27,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788363270/inventory-system/products/af8nlhgtmazptpem2jkb.webp
TAGLIATELLE GRANORO 500 GR,77,tagliatelle-granoro-500-gr,pattes,ABM,44,0,25,0,0,25,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788772317/inventory-system/products/wkjlgjkf1vjihtfrg6ui.webp
TCHABA (chamomile breeze),137,tchaba-chamomile-breeze,product,,-10,0,9,0,0,9,0,,,Active,
TCHABA (mysterious medina),139,tchaba-mysterious-medina,product,,0,0,9,0,0,9,0,,,Active,
TCHABA (royale breakfast),140,tchaba-royale-breakfast,product,,-5,0,7.5,0,0,7.5,0,,,Active,
TCHABA (sencha zen),142,tchaba-sencha-zen,product,,0,0,9,0,0,9,0,,,Active,
TCHABA (slivert tips),141,tchaba-slivert-tips,product,,-5,0,12,0,0,12,0,,,Active,
THE LION 200G,115,the-lion-200g,product,,0,0,20,0,0,20,0,,,Active,
THE LION 500G,114,the-lion-500g,bar,,43,0,50,0,0,47,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788942568/inventory-system/products/xo2tesopfwl9lpxnphpv.jpg
THECHO ICE 1kg,240,thecho-ice-1kg,product,,0,0,0,0,0,0,0,,,Active,
THON PESCADA 1700 GR,78,thon-pescada-1700-gr,SALAD,ABM,26,0,140,0,0,140,0,6111184003870,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788285487/inventory-system/products/qrqdabpiqymbkq94ofie.webp
"TIRAMISSU INPLOVERE 1,5kg",241,tiramissu-inplovere-1-5kg,product,,-1,0,0,0,0,0,0,,,Active,
TOMATE CONCENTRE AICHA,79,tomate-concentre-aicha,souce,ABM,16,0,30,0,0,30,0,6111021090056,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788185624/inventory-system/products/dmngboov3savzxz8vsqh.jpg
TOMATE MOZZARLLA,130,tomate-mozzatrella,SALAD,,9,0,28.33,0,0,28.33,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788350279/inventory-system/products/c0bcqkoq0s2lwzxrnmju.webp
TOMATE PELE,TOMATE ENTRO PELADO 3KG*6 -JJJ-,tomate-pele,souce,ABM,27,0,60,0,0,50,0,8427754020177,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788285995/inventory-system/products/ohn5epraryelhecuaqdk.jpg
TOP MOUSSE 1kg,244,top-mousse-1kg,product,,4,0,0,0,0,0,0,,,Active,
TOPPING CARAMEL 1KG,81,topping-caramel-1kg,product,,3,0,0,0,0,62,0,,,Active,
TOPPING CHOCOLAT 1KG,82,topping-chocolat-1kg,product,,5,0,0,0,0,0,0,,,Active,
TOPPING FRAISE,83,topping-fraise,product,,11,0,0,0,0,0,0,,,Active,
TRIA 10kg,170,tria,product,,-1,0,45,0,0,45,0,,,Active,
Tartufata Sauce 500g,tartufata,tartufata,product,,1,0,0,0,0,0,0,8051084491200,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788270257/inventory-system/products/mmulw29l3ojh934ogdge.jpg
Technoice,3434,3434,patisssserie,,2,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788196024/inventory-system/products/ksslcvf08jeurlxpphqe.jpg
Tefa7,pomme loc,pomme-loc,product,,27.1,0,0,0,0,15,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788696775/inventory-system/products/tactw1yy9vp7z6fgfu3z.avif
Tefa7,pomme lmp,pomme,Gumes,,53.6,0,27,0,0,27,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788336802/inventory-system/products/e6gsucj3hw4lshlyhr9x.jpg
Tempura 700g,tempura,tempura,product,,7,0,54,0,0,54,0,,,Active,
Tomat 1kg,tomat,tomatt,product,,40,0,0,0,0,6,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788306864/inventory-system/products/geg8jcg2smorw1eq4vje.webp
Tomates cerise,tomatcer,tomatcer,Gumes,,65.736,0,0,0,0,14,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788333812/inventory-system/products/shaaisanw7gclliecxcg.jpg
Twma,twma,twma,product,,10.9,0,40,0,0,40,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789029385/inventory-system/products/dndxpsqvtlfusjygy0rz.jpg
VALENCIA ANANAS 1L,84,valencia-ananas-1l,boisson,ABM,76,0,12.5,0,0,13,0,,,Active,https://res.cloudinary.com/fkyp6bjc/image/upload/v1789052855/inventory-system/products/hhdo3ztr93wjv2pop1zv.png
VANIGLIA EXTRA,5661,vaniglia-extra,product,,1,0,310,0,0,310,0,,,Active,
VANILKON 3kg,215,vanilkon-3kg,product,,0,0,0,0,0,0,0,,,Active,
VARIEGATO AMARENA,5689,variegato-amarena,product,,1,0,270,0,0,270,0,,,Active,
VARIEGATO CIOCOROK FONDANTE,5685,variegato-ciocorok-fondante,product,,1,0,310,0,0,310,0,,,Active,
VARIEGATO PRALINE,5686,variegato-praline,product,,1,0,280,0,0,280,0,,,Active,
VERMICELLE,10,vermicelle,pattes,ABM,40,0,7,0,0,12,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788364350/inventory-system/products/esmppvt7szsdfhnto9u9.jpg
VINAIGRE  de riz,rizky,rizky,product,,1,0,0,0,0,0,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788190325/inventory-system/products/qhg54tzqhtr5efiapcfe.jpg
VINAIGRE BALSAMIQUE 25ml,balsamique,balsamique,product,,2,0,0,0,0,56.5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788526714/inventory-system/products/k13othj0ytew0tbey86f.jpg
VINAIGRE BALSAMIQUE 50ml,126,vinaigre-balsamique,product,,2,0,56.5,0,0,57,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788526616/inventory-system/products/runn5gwvapnnedj7pzmz.jpg
VINAIGRE NORMAL 50CL,86,vinaigre-normal-50cl,service,ABM,25,0,3,0,0,3.5,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788865043/inventory-system/products/bo1xde9sx1g7sbio9gfq.webp
WRAP,136,wrap,product,ABM,26,0,50,0,0,50,0,5425021586312,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788271174/inventory-system/products/h7mocz9gepzc0s5lwbll.jpg
YOGA 1kg,249,yoga-1kg,product,,0,0,0,0,0,0,0,,,Active,
ZERO,167,zero,bar,,8,0,181.2,0,0,181.2,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788792594/inventory-system/products/k0cixnzdvqcmgg9y0apz.webp
abrillantador maquina lavavajillas aguas duras 10l wins,abrillantador ,abrillantador,nettoyage,,2,0,330,0,0,330,0,,,Active,https://res.cloudinary.com/djv5omejv/image/upload/v1788699744/inventory-system/products/rrkl75dxusyx1xqvxkzl.png
